city,property_type,area,bedrooms,bathrooms,balcony,hall,furnishing,property_age,sale_price,rent_price,amenities,parking,gym,swimming_pool,garden,security,lift,club_house,price_per_sqft,rent_per_sqft,gross_yield,latitude,longitude,address,listing_date
Patna,Apartment,1650,4,3,1,0,Furnished,10+ years,5418529.093470669,21467.17805052498,"Balcony,Furnished,Security,Lift",0,0,0,0,1,1,0,2969.539271526824,12.5226312239111,5.060433991488157,25.548441314814372,85.14374445115052,"144/D, Kankarbagh, Patna",2025-08-07
Noida,Apartment,1500,3,2,0,0,Unfurnished,New,8422637.684282342,18538.65712146776,"Security,Lift,Club House,Unfurnished,Gym",0,1,0,0,1,1,1,5389.5976466719785,12.95949398742384,2.8854459654351814,28.505214347509405,77.41620598637493,"183/H, Sector 15, Noida",2024-06-15
Greater Noida,Villa,4800,6,3,0,0,Unfurnished,5-10 years,41470911.25845804,274327.1595117023,"Security,Parking,Garden,Unfurnished,Swimming Pool",1,0,1,1,1,0,0,9210.525914500955,51.99802032433097,6.774599514557471,28.497973160962783,77.45681944564923,"25/E, Sector Beta, Greater Noida",2025-08-07
Lucknow,Apartment,800,3,2,1,1,Unfurnished,10+ years,2965109.1206248594,11952.268182827012,"Security,Lift,Balcony,Hall,Unfurnished",0,0,0,0,1,1,0,3500.8721055742576,10.888100300439913,3.7321330132923234,26.857967427816874,80.93188162720132,"5/C, Aliganj, Lucknow",2024-08-04
Mumbai,Studio,450,1,1,1,1,Unfurnished,1-5 years,3806526.8169641714,9235.788691879594,"Balcony,Hall,Unfurnished",0,0,0,0,0,0,0,6488.512514264879,14.674969460904071,2.7140216366031034,19.091569091258048,72.89060968140997,"81/H, Khar, Mumbai",2024-09-18
Greater Noida,Apartment,1700,4,3,1,1,Semi-Furnished,5-10 years,11527464.905117644,50961.474113526194,"Security,Lift,Balcony,Hall,Club House,Gym,Semi-Furnished",0,1,0,0,1,1,1,6725.8357340118355,30.93934970502548,5.5200901589496425,28.458643717359614,77.50591631813083,"296/G, Sector 1, Greater Noida",2024-07-09
Chandigarh,Apartment,2050,5,2,1,1,Unfurnished,1-5 years,12547903.908514462,59786.58256997967,"Security,Lift,Balcony,Hall,Club House,Unfurnished,Gym",0,1,0,0,1,1,1,5480.038004629576,25.595286579315246,5.6047684102246365,30.732348632954604,76.80661401735287,"35/C, Sector 8, Chandigarh",2025-07-01
Kochi,Independent House,2850,5,3,0,1,Semi-Furnished,10+ years,19484689.135306217,80586.9174837388,"Hall,Parking,Semi-Furnished,Garden",1,0,0,1,0,0,0,6409.908895195337,24.475032997915967,4.581974576817153,9.922088317152543,76.29993747072095,"451/H, Thevara, Kochi",2024-08-20
Hyderabad,Studio,400,1,1,1,0,Unfurnished,1-5 years,1606420.6532603188,3743.7081147428676,"Balcony,Unfurnished",0,0,0,0,0,0,0,4003.771450213289,8.889850034897323,2.6644428071208943,17.375186580598406,78.47125135074982,"375/C, Jubilee Hills, Hyderabad",2025-05-12
Mumbai,Apartment,2150,5,3,1,0,Unfurnished,1-5 years,34498266.07694562,131696.1965753046,"Security,Lift,Balcony,Club House,Unfurnished,Gym",0,1,0,0,1,1,1,12732.190552514743,41.00571447315474,3.8647597335924897,19.08929020195921,72.88170893265932,"17/B, Powai, Mumbai",2023-11-27
Delhi,Studio,550,1,1,0,1,Furnished,1-5 years,3201717.8245458193,12434.688870772383,"Hall,Furnished",0,0,0,0,0,0,0,4581.887900649313,17.489758517597476,4.580581340312307,28.635113459056583,77.22678593842491,"494/E, Rohini, Delhi",2024-07-04
Noida,Independent House,1300,4,2,1,0,Semi-Furnished,5-10 years,9845927.64548166,27082.122378845565,"Balcony,Parking,Semi-Furnished",1,0,0,0,0,0,0,7109.823482245576,19.51428484877071,3.2936319554207483,28.539664610216832,77.39207267670835,"122/E, Sector 62, Noida",2023-04-07
Hyderabad,Independent House,3050,4,3,1,1,Unfurnished,1-5 years,27434064.74807814,88022.04394211376,"Balcony,Hall,Parking,Unfurnished",1,0,0,0,0,0,0,7415.02231029486,22.85495905185859,3.6987010577368986,17.39388494986315,78.49708546429784,"493/C, Jubilee Hills, Hyderabad",2025-03-12
Jaipur,Independent House,2100,4,2,1,0,Unfurnished,New,13847255.319563715,41365.97313521943,"Balcony,Parking,Unfurnished",1,0,0,0,0,0,0,6767.936667469258,20.84540859046701,3.6960290170555194,26.931582376710452,75.78826900773495,"53/A, Jawahar Nagar, Jaipur",2025-10-12
Gurugram,Independent House,2700,4,3,1,1,Semi-Furnished,New,32073582.216021147,107810.32758380703,"Balcony,Hall,Parking,Semi-Furnished",1,0,0,0,0,0,0,9818.508934381969,38.4997221004634,4.7053648195782944,28.439312322354414,77.01963923494299,"399/A, Sector 43, Gurugram",2025-06-24
Ahmedabad,Apartment,2100,6,2,1,0,Unfurnished,10+ years,13791115.984951945,56151.054301615564,"Security,Lift,Balcony,Unfurnished,Gym",0,1,0,0,1,1,0,5539.470970350548,23.515403335687278,5.094075617303762,23.012544153599006,72.59127807979742,"367/H, Bodakdev, Ahmedabad",2025-07-21
Chennai,Independent House,3350,4,2,1,1,Unfurnished,10+ years,18747621.269123018,70185.67160055683,"Parking,Garden,Balcony,Hall,Unfurnished",1,0,0,1,0,0,0,4971.558774567221,20.730394113602962,5.003757184483669,13.086242400114475,80.30503939955177,"110/D, Mylapore, Chennai",2025-05-16
Chennai,Studio,700,1,1,1,0,Furnished,5-10 years,2536966.6683685887,8685.280486313171,"Balcony,Furnished",0,0,0,0,0,0,0,3155.1681175566127,9.962020762658163,3.7888392851939052,13.083924556326934,80.25942859221261,"380/H, Velachery, Chennai",2024-07-15
Greater Noida,Apartment,1150,2,1,0,0,Furnished,New,7607017.656030032,35875.789009599306,"Security,Lift,Furnished,Club House,Gym",0,1,0,0,1,1,1,6069.598586642158,25.775216043649984,5.09593160253639,28.496763438467333,77.51186005967091,"231/B, Sector Gamma, Greater Noida",2025-11-26
Gurugram,Studio,550,1,1,1,0,Semi-Furnished,10+ years,2374720.8665769985,8253.310306781157,"Balcony,Semi-Furnished",0,0,0,0,0,0,0,4580.504455084516,13.394705584638002,3.5091433398178022,28.435572996202573,77.04010211096262,"342/D, DLF Phase 2, Gurugram",2024-07-28
Jaipur,Apartment,1200,3,2,1,1,Furnished,New,6632640.015274023,43187.23567422569,"Security,Lift,Balcony,Hall,Furnished,Club House,Gym",0,1,0,0,1,1,1,5862.964846738442,29.890527470320922,6.117831831166235,26.926525507277482,75.78206919058279,"210/G, Vaishali Nagar, Jaipur",2024-11-04
Mumbai,Studio,600,2,1,1,1,Semi-Furnished,New,5468653.156234106,21589.549391608874,"Balcony,Hall,Semi-Furnished",0,0,0,0,0,0,0,7246.727998099479,26.63617038856847,4.410736055591552,19.080722095667852,72.903660455083,"161/H, Worli, Mumbai",2023-12-15
Patna,Studio,350,1,1,1,0,Unfurnished,10+ years,478915.5302074154,1465.201949672758,"Balcony,Unfurnished",0,0,0,0,0,0,0,1553.5255900385184,5.122640124953854,3.9569146394249044,25.57159064331852,85.13911676508707,"118/C, Patliputra, Patna",2024-06-08
Ahmedabad,Independent House,1550,3,2,0,1,Unfurnished,1-5 years,10228882.960838208,42183.155942233374,"Hall,Parking,Unfurnished,Garden",1,0,0,1,0,0,0,6440.940318098631,28.01916198246104,5.220199647631384,23.03699687797196,72.54914835106561,"98/B, Ambawadi, Ahmedabad",2024-09-11
Hyderabad,Apartment,2100,5,2,1,1,Unfurnished,10+ years,15969340.636174573,67950.5270175151,"Security,Lift,Balcony,Hall,Club House,Unfurnished,Gym",0,1,0,0,1,1,1,5727.798703108798,21.97581542888228,4.60403374517085,17.38726630323591,78.50938051273488,"183/E, Kukatpally, Hyderabad",2024-03-05
Ahmedabad,Apartment,1550,4,2,0,1,Semi-Furnished,10+ years,6767495.503426206,25740.52992253169,"Security,Lift,Hall,Gym,Semi-Furnished",0,1,0,0,1,1,0,4421.8203250649085,14.42918767564202,3.9158138363562425,23.015684927900416,72.54093454436688,"166/B, Satellite, Ahmedabad",2025-01-13
Ahmedabad,Villa,5050,5,2,0,0,Unfurnished,5-10 years,30314667.68907662,181428.29490007693,"Security,Parking,Garden,Unfurnished,Swimming Pool",1,0,1,1,1,0,0,7957.8086496297055,38.115051461410005,5.747569936331693,23.052258136041647,72.55346357998168,"165/H, Bodakdev, Ahmedabad",2023-05-10
Delhi,Apartment,1250,3,2,1,1,Unfurnished,10+ years,9528248.174003107,32210.347480458993,"Security,Lift,Balcony,Hall,Unfurnished",0,0,0,0,1,1,0,5832.678262752439,18.54456034376863,3.8153094359127135,28.638537351789747,77.25039111582834,"129/H, Pitampura, Delhi",2025-06-13
Mumbai,Independent House,2600,4,3,0,1,Semi-Furnished,1-5 years,37493505.08488604,165372.7130974825,"Hall,Parking,Semi-Furnished",1,0,0,0,0,0,0,12659.17521772139,49.834441902967015,4.723951541475264,19.05440028179827,72.87630028522219,"435/G, Dadar, Mumbai",2025-09-23
Greater Noida,Independent House,2250,5,3,1,0,Semi-Furnished,1-5 years,16818331.11128701,48241.4892673253,"Balcony,Parking,Semi-Furnished,Garden",1,0,0,1,0,0,0,7006.6666242279325,19.973918899043607,3.4208424582343313,28.447161840875918,77.50664524332578,"268/F, Sector Beta, Greater Noida",2025-08-28
Kochi,Studio,500,2,1,1,0,Furnished,1-5 years,1492390.667046396,5162.605588585962,"Balcony,Furnished",0,0,0,0,0,0,0,3184.807912704283,11.088515190026099,4.178028500542361,9.946825471527685,76.26518806550185,"418/C, Kadavanthra, Kochi",2024-10-13
Patna,Independent House,1650,3,2,1,1,Unfurnished,10+ years,6076199.685973381,21077.433696431097,"Parking,Garden,Balcony,Hall,Unfurnished",1,0,0,1,0,0,0,3656.4657219316646,11.654201639109475,3.824743079922338,25.622104239048717,85.13776589765939,"114/F, Boring Road, Patna",2025-02-22
Pune,Apartment,1450,3,2,0,1,Furnished,1-5 years,5927979.295024652,20014.61582304184,"Hall,Furnished,Security,Lift",0,0,0,0,1,1,0,3948.1664749436736,11.821903376923,3.5931321899262083,18.52207256526821,73.8313339025034,"317/D, Kalyani Nagar, Pune",2024-02-09
Gurugram,Apartment,1850,3,2,1,1,Unfurnished,1-5 years,14294270.154898014,50186.30305916518,"Security,Lift,Balcony,Hall,Unfurnished",0,0,0,0,1,1,0,6796.166655382162,27.165629022113368,4.796638528679951,28.48443880623823,76.99772579640387,"179/H, Golf Course Road, Gurugram",2024-07-18
Gurugram,Apartment,1400,3,2,1,0,Furnished,New,11709510.620323816,70966.83058880147,"Security,Lift,Balcony,Furnished,Club House,Gym",0,1,0,0,1,1,1,8292.326252991756,41.703619432365414,6.0350186174577,28.47327232145972,77.06136004691285,"269/C, Golf Course Road, Gurugram",2025-02-05
Mumbai,Independent House,3000,4,2,1,0,Unfurnished,10+ years,48603036.97621933,177464.20826544974,"Balcony,Parking,Unfurnished,Garden",1,0,0,1,0,0,0,11026.942450938175,42.60900430036375,4.636897797184593,19.072167838371715,72.91615799492251,"378/F, Worli, Mumbai",2024-07-04
Bengaluru,Independent House,3350,6,3,0,0,Unfurnished,10+ years,20970602.628439117,47947.58160319141,"Parking,Unfurnished",1,0,0,0,0,0,0,6222.099374905992,15.501690280902805,2.989670723053089,12.969545331776354,77.5874385444387,"191/G, Jayanagar, Bengaluru",2023-08-08
Bengaluru,Villa,3350,4,3,1,1,Furnished,New,63231239.67630244,291171.8172723571,"Parking,Security,Garden,Balcony,Hall,Furnished,Swimming Pool",1,0,1,1,1,0,0,15394.82905141921,82.43011007912935,6.425282915748674,12.978557553837454,77.57490218673965,"213/C, Indiranagar, Bengaluru",2025-05-16
Delhi,Apartment,1850,4,3,1,1,Furnished,1-5 years,18507923.566248156,75652.44854266038,"Security,Lift,Balcony,Hall,Furnished",0,0,0,0,1,1,0,7811.228889011015,30.00446833966218,4.6094363024296525,28.606376938513076,77.24289320037119,"77/F, Rohini, Delhi",2023-05-26
Gurugram,Studio,450,1,1,1,1,Semi-Furnished,1-5 years,2528244.8071643696,8833.340588191782,"Balcony,Hall,Semi-Furnished",0,0,0,0,0,0,0,4715.8470660118855,15.168085391028047,3.859688877618022,28.445123800895097,77.02591228768232,"340/A, Sector 43, Gurugram",2024-01-07
Delhi,Apartment,1650,3,2,0,1,Semi-Furnished,5-10 years,12776449.452673718,46594.96141215261,"Hall,Security,Lift,Semi-Furnished",0,0,0,0,1,1,0,6137.80890561861,21.28487316867433,4.161395083354248,28.623306558068688,77.19055028121947,"251/C, Dwarka, Delhi",2024-12-05
Delhi,Apartment,1900,4,3,1,1,Semi-Furnished,5-10 years,27127179.87766006,137592.58507933613,"Security,Lift,Balcony,Hall,Gym,Semi-Furnished",0,1,0,0,1,1,0,10329.93519647726,48.82066946782863,5.671362138009646,28.606867485673057,77.1789302614816,"388/A, Dwarka, Delhi",2024-10-28
Noida,Apartment,1600,3,2,0,0,Semi-Furnished,5-10 years,9135273.357079089,33136.57735382096,"Security,Lift,Semi-Furnished",0,0,0,0,1,1,0,5340.738881736136,17.32438630831502,3.8925819124150802,28.533678000497712,77.36906993740477,"474/G, Sector 62, Noida",2025-04-28
Jaipur,Villa,2950,5,3,1,1,Semi-Furnished,5-10 years,23949499.236391366,108085.22548471284,"Parking,Security,Garden,Balcony,Hall,Semi-Furnished",1,0,0,1,1,0,0,7698.0446598962135,35.02767782418562,5.4602454579146915,26.87644348239715,75.79653845668126,"422/A, Vaishali Nagar, Jaipur",2023-09-07
Bengaluru,Independent House,3150,6,2,1,1,Unfurnished,10+ years,38361096.27916141,161958.06798437875,"Balcony,Hall,Parking,Unfurnished",1,0,0,0,0,0,0,10065.381069141094,39.00649668975986,4.650374954130382,12.972700921045497,77.59959767833871,"392/H, Jayanagar, Bengaluru",2023-12-23
Bengaluru,Apartment,1550,4,2,1,0,Semi-Furnished,New,11132037.002090445,22049.77293463716,"Security,Lift,Balcony,Gym,Semi-Furnished",0,1,0,0,1,1,0,6358.889656274582,16.43245216756444,3.1010040536903833,12.992639477955372,77.63261848310655,"158/B, Jayanagar, Bengaluru",2025-11-18
Gurugram,Apartment,1600,3,2,0,1,Unfurnished,10+ years,10876706.270368796,26186.900600298508,"Unfurnished,Hall,Security,Lift",0,0,0,0,1,1,0,6076.193805606956,15.294016194494768,3.020446684313823,28.443455858140673,77.00395868084067,"312/E, Sushant Lok, Gurugram",2024-08-25
Delhi,Studio,500,1,1,1,1,Semi-Furnished,1-5 years,2643722.7263660375,7632.383537041403,"Balcony,Hall,Semi-Furnished",0,0,0,0,0,0,0,4318.823120556276,13.88427106858418,3.8577929258086905,28.617754433989017,77.19691149343141,"230/G, Rohini, Delhi",2025-12-24
Greater Noida,Villa,4100,6,2,0,1,Unfurnished,New,36045446.608518995,226836.90001446963,"Parking,Security,Garden,Hall,Unfurnished,Swimming Pool",1,0,1,1,1,0,0,8951.164599059694,53.738946548843835,7.204284441980527,28.497787409335952,77.52363814907187,"427/G, Sector Zeta, Greater Noida",2024-10-15
Pune,Apartment,1550,3,2,1,1,Furnished,10+ years,7547506.584400127,29308.130675103326,"Security,Lift,Balcony,Hall,Furnished,Gym",0,1,0,0,1,1,0,4619.577144795995,18.988778799268594,4.932601804213096,18.540253526100123,73.82980377183473,"297/C, Kalyani Nagar, Pune",2024-04-15
Mumbai,Independent House,2100,4,2,0,0,Semi-Furnished,1-5 years,34404800.27144078,93637.70307376614,"Parking,Semi-Furnished",1,0,0,0,0,0,0,12350.318046637216,35.992951955307525,3.497200815660724,19.064096296698676,72.90001406930173,"392/F, Dadar, Mumbai",2025-05-13
Delhi,Apartment,1750,4,2,1,0,Unfurnished,1-5 years,20838012.312729374,65540.11337960216,"Security,Lift,Balcony,Club House,Unfurnished",0,0,0,0,1,1,1,9203.740935691021,29.881376586537296,3.8959866595976225,28.61856074032127,77.20350767965336,"285/H, Pitampura, Delhi",2025-12-12
Jaipur,Studio,450,1,1,1,1,Semi-Furnished,10+ years,1107515.6260298996,2626.6165716215924,"Balcony,Hall,Semi-Furnished",0,0,0,0,0,0,0,2753.8561511846387,6.160643331483957,2.684516398796127,26.891799201999,75.78195355425204,"474/A, Jawahar Nagar, Jaipur",2025-05-23
Pune,Apartment,1300,3,2,0,1,Semi-Furnished,10+ years,7878744.78811551,32515.961078508975,"Security,Lift,Hall,Club House,Semi-Furnished",0,0,0,0,1,1,1,5337.491194973323,21.846391926072638,4.9116090975431,18.492745057339725,73.8600833943436,"29/A, Kothrud, Pune",2024-08-11
Chandigarh,Apartment,1350,4,2,0,1,Semi-Furnished,5-10 years,8281768.318104777,26697.26129610539,"Security,Lift,Hall,Club House,Semi-Furnished",0,0,0,0,1,1,1,5963.725066556294,19.44610524933172,3.912877612359964,30.725194277745274,76.79020279100394,"197/G, Sector 8, Chandigarh",2025-05-16
Pune,Villa,3600,6,3,1,1,Unfurnished,1-5 years,45730317.170733444,250615.1339076214,"Parking,Security,Garden,Balcony,Hall,Unfurnished,Swimming Pool",1,0,1,1,1,0,0,10415.542662094642,62.82625175880354,7.238365254355597,18.513680836412505,73.81991883035316,"3/H, Kothrud, Pune",2025-12-26
Pune,Studio,600,2,2,0,1,Furnished,10+ years,1473316.2219456777,4581.465553811038,"Hall,Furnished",0,0,0,0,0,0,0,2404.3143986907953,7.758490049730017,3.872283951194416,18.555994951747476,73.85271004955639,"235/C, Baner, Pune",2023-08-17
Mumbai,Apartment,1350,4,2,1,0,Semi-Furnished,5-10 years,19018598.052222364,73885.82924588943,"Security,Lift,Balcony,Club House,Semi-Furnished",0,0,0,0,1,1,1,9764.388018900738,36.222312386209715,4.451561611369177,19.095625155858986,72.90305765502204,"373/B, Powai, Mumbai",2025-04-11
Chandigarh,Apartment,1850,3,2,0,0,Semi-Furnished,1-5 years,11892669.116267646,50233.397658458845,"Security,Lift,Club House,Gym,Semi-Furnished",0,1,0,0,1,1,1,5789.59360096868,20.644432263047825,4.278939148943453,30.752886062580448,76.76181649965284,"371/D, Sector 10, Chandigarh",2024-09-23
Noida,Apartment,2150,5,2,1,0,Semi-Furnished,5-10 years,21032878.174345393,79918.67494207968,"Security,Lift,Balcony,Club House,Semi-Furnished",0,0,0,0,1,1,1,8016.288078411416,34.63859846391415,5.185232585220935,28.551136651536087,77.36553945986212,"387/B, Sector 15, Noida",2024-05-21
Gurugram,Independent House,2050,5,3,1,1,Unfurnished,10+ years,17988193.719149947,56459.95883435828,"Parking,Garden,Balcony,Hall,Unfurnished",1,0,0,1,0,0,0,7469.269064620138,27.15481152690631,4.362645601647606,28.481830162290247,77.02869519516261,"300/F, Sector 43, Gurugram",2023-01-22
Jaipur,Apartment,1250,4,2,1,1,Furnished,10+ years,5594690.550504864,22853.69822995815,"Security,Lift,Balcony,Hall,Furnished,Club House,Gym",0,1,0,0,1,1,1,4417.677762149932,17.4205106788259,4.732036590287092,26.902609294833457,75.7628900332237,"75/B, Jawahar Nagar, Jaipur",2025-10-14
Kochi,Studio,400,1,1,0,1,Furnished,10+ years,1299632.0779261559,4977.663829295009,"Hall,Furnished",0,0,0,0,0,0,0,3515.4894447509664,14.273434640513983,4.872186885439537,9.937093110817314,76.28422440849765,"433/A, Marine Drive, Kochi",2024-05-05
Patna,Independent House,2500,6,2,0,1,Furnished,1-5 years,12064351.336824689,52990.40728976479,"Hall,Furnished,Parking,Garden",1,0,0,1,0,0,0,4976.1611493572955,22.983263257382898,5.542408109597015,25.573836809350865,85.11750937796863,"239/D, Patliputra, Patna",2025-05-14
Mumbai,Apartment,900,3,2,1,1,Furnished,5-10 years,11303534.298505828,37487.064077514246,"Security,Lift,Balcony,Hall,Furnished",0,0,0,0,1,1,0,10694.012653368372,29.852341835157446,3.349800618657914,19.034984045724364,72.90714223628655,"477/A, Juhu, Mumbai",2024-11-07
Patna,Independent House,3350,5,2,1,0,Semi-Furnished,10+ years,12073791.325239155,46252.901992863495,"Balcony,Parking,Semi-Furnished,Garden",1,0,0,1,0,0,0,4028.916386788356,14.421392530190312,4.2953661418681275,25.59330635842966,85.11733666515529,"413/B, Patliputra, Patna",2025-10-19
Patna,Apartment,1550,4,3,0,1,Furnished,10+ years,4346483.288980809,15589.14033181793,"Hall,Furnished,Security,Lift",0,0,0,0,1,1,0,2679.2041336769967,10.017406654402945,4.486738369123748,25.545731274439532,85.17555765277491,"367/C, Bailey Road, Patna",2025-10-08
Chandigarh,Apartment,1800,4,2,1,1,Furnished,New,13565594.694669293,65677.41058772353,"Security,Lift,Balcony,Hall,Furnished,Club House,Gym",0,1,0,0,1,1,1,6801.003691130272,31.844012727715846,5.618702328171851,30.736235527958137,76.74840387022674,"398/D, Sector 8, Chandigarh",2024-06-03
Bengaluru,Independent House,2400,4,2,0,0,Semi-Furnished,1-5 years,25714188.615620315,112785.38364056216,"Parking,Semi-Furnished,Garden",1,0,0,1,0,0,0,10002.536285562079,36.84247863518799,4.419976403988741,12.969105764503555,77.59623593177652,"112/A, BTM Layout, Bengaluru",2024-06-14
Chandigarh,Independent House,1650,4,2,1,1,Semi-Furnished,New,9444929.100338448,48766.66418960621,"Parking,Garden,Balcony,Hall,Semi-Furnished",1,0,0,1,0,0,0,6182.770557097774,30.387592614139546,5.8978593496577005,30.729283018289525,76.78283353355229,"343/D, Sector 10, Chandigarh",2024-06-20
Hyderabad,Apartment,1150,3,2,0,0,Unfurnished,1-5 years,4809839.9959935965,16305.527218837686,"Unfurnished,Security,Lift,Club House",0,0,0,0,1,1,1,4369.746867024632,13.965781823958737,3.835219452920318,17.399942193120967,78.52271284433566,"284/G, Kukatpally, Hyderabad",2023-09-16
Gurugram,Studio,600,1,1,1,1,Semi-Furnished,5-10 years,2791194.995911196,8168.212433963581,"Balcony,Hall,Semi-Furnished",0,0,0,0,0,0,0,4734.115279422871,13.969173225459235,3.5408955805137547,28.439291506230628,77.00719836392629,"143/H, Sushant Lok, Gurugram",2024-09-27
Jaipur,Villa,4200,6,3,1,0,Furnished,5-10 years,36207906.04681084,272196.0212816352,"Security,Parking,Garden,Balcony,Furnished,Swimming Pool",1,0,1,1,1,0,0,8721.141854067291,56.79289323700099,7.814512482974612,26.892772273096597,75.79758581520692,"155/B, Jawahar Nagar, Jaipur",2023-01-26
Hyderabad,Studio,600,2,2,1,1,Unfurnished,5-10 years,2222100.1824085247,6645.731890683243,"Balcony,Hall,Unfurnished",0,0,0,0,0,0,0,3408.1022809214,9.287654469316706,3.2702027241291836,17.38199806941011,78.46382510101748,"147/F, Kukatpally, Hyderabad",2024-10-08
Delhi,Independent House,1700,4,3,1,1,Furnished,1-5 years,23975001.38519998,78592.8394606025,"Parking,Garden,Balcony,Hall,Furnished",1,0,0,1,0,0,0,10442.24940757989,39.66949466775247,4.558729804590598,28.59638079485292,77.22489648779995,"200/F, Dwarka, Delhi",2023-12-17
Chennai,Independent House,2550,6,2,0,1,Semi-Furnished,10+ years,15037815.561527159,72285.89642918528,"Hall,Parking,Semi-Furnished",1,0,0,0,0,0,0,5344.602325939122,25.489904036331897,5.7231357878855,13.074895422885827,80.26505873651604,"55/C, Mylapore, Chennai",2024-03-20
Gurugram,Independent House,2850,4,3,0,0,Unfurnished,New,28759215.191690307,107365.1027858609,"Parking,Unfurnished,Garden",1,0,0,1,0,0,0,8227.806565427747,28.633696895294825,4.176135644551029,28.46527948314351,77.03797239495917,"11/E, Sector 43, Gurugram",2023-02-01
Mumbai,Studio,650,2,1,0,1,Semi-Furnished,1-5 years,5475641.682739446,14221.722719904938,"Hall,Semi-Furnished",0,0,0,0,0,0,0,8203.820132945893,19.047565973157795,2.7861506953324255,19.087980511425755,72.82540570978374,"214/E, Andheri, Mumbai",2025-12-07
Delhi,Independent House,3100,5,2,1,1,Unfurnished,1-5 years,45055001.80592043,132014.26918302287,"Balcony,Hall,Parking,Unfurnished",1,0,0,0,0,0,0,11881.334228211026,40.014503389980966,4.041415142919277,28.629465182078945,77.21346455639302,"117/B, Rohini, Delhi",2023-12-23
Pune,Apartment,1050,3,2,0,0,Unfurnished,1-5 years,5457767.311851231,18386.121316962424,"Unfurnished,Gym,Security,Lift",0,1,0,0,1,1,0,4425.869282467587,15.68347985958588,4.252311722367478,18.544983785997683,73.82901441484286,"125/F, Aundh, Pune",2024-07-05
Pune,Villa,4200,4,3,1,1,Unfurnished,1-5 years,35900713.83799809,204669.7077666001,"Parking,Security,Garden,Balcony,Hall,Unfurnished,Swimming Pool",1,0,1,1,1,0,0,9083.024773037025,44.477459024400886,5.876120803690721,18.533245136824746,73.86438308592226,"163/E, Kalyani Nagar, Pune",2024-09-08
