city,property_type,area,bedrooms,bathrooms,balcony,hall,furnishing,property_age,sale_price,rent_price,amenities,parking,gym,swimming_pool,garden,security,lift,club_house,price_per_sqft,rent_per_sqft,gross_yield,latitude,longitude,address,listing_date
Hyderabad,Independent House,1500,4,2,1,1,Semi-Furnished,5-10 years,15106145.272146862,64454.136509091695,"Parking,Garden,Balcony,Hall,Semi-Furnished",1,0,0,1,0,0,0,7684.516766097278,33.11795317659081,5.171638636698875,17.349936688544233,78.50590464572772,"18/G, Jubilee Hills, Hyderabad",2024-12-16
Greater Noida,Apartment,1250,3,2,1,1,Semi-Furnished,1-5 years,6642762.282161874,22669.844320651402,"Security,Lift,Balcony,Hall,Semi-Furnished",0,0,0,0,1,1,0,5637.11686071567,15.227509051543535,3.241552608070709,28.471506756189267,77.50133104605055,"177/A, Sector Beta, Greater Noida",2024-03-07
Jaipur,Studio,600,1,1,0,1,Unfurnished,10+ years,1011033.9584987541,3213.891671096844,"Hall,Unfurnished",0,0,0,0,0,0,0,1830.4930125089898,5.284520515682361,3.4643260452149307,26.9029261911899,75.74535640098064,"286/H, Raja Park, Jaipur",2024-10-15
Delhi,Villa,3600,5,3,1,0,Semi-Furnished,New,57096162.70822756,243321.98148881996,"Security,Parking,Garden,Balcony,Semi-Furnished",1,0,0,1,1,0,0,14515.144583821182,86.44190597614659,7.1463488752978295,28.610008080624855,77.21839352162303,"314/H, Rohini, Delhi",2024-07-07
Chandigarh,Villa,3550,5,2,1,1,Unfurnished,New,35204035.94132365,200671.0333237684,"Parking,Security,Garden,Balcony,Hall,Unfurnished,Swimming Pool",1,0,1,1,1,0,0,9453.876893849549,50.27106640261326,6.3810096493198465,30.747113843847227,76.80346019546764,"136/F, Sector 22, Chandigarh",2024-09-12
Chennai,Independent House,1450,3,2,0,1,Unfurnished,10+ years,7055612.360495136,29703.74004342932,"Hall,Parking,Unfurnished",1,0,0,0,0,0,0,5350.246976571147,18.799935531251993,4.216613314542824,13.08855629797446,80.25698152677928,"472/E, Besant Nagar, Chennai",2025-05-17
Patna,Villa,4900,5,3,0,0,Furnished,1-5 years,25682032.440767914,171540.23826662407,"Security,Parking,Garden,Furnished,Swimming Pool",1,0,1,1,1,0,0,6241.706777354945,39.22187670353633,7.5406060750884745,25.5737162843436,85.12438504702821,"341/B, Ashok Rajpath, Patna",2025-10-11
Mumbai,Apartment,2400,5,2,1,0,Furnished,10+ years,38432042.87259616,128852.78755945529,"Security,Lift,Balcony,Furnished,Club House",0,0,0,0,1,1,1,12001.901286238037,39.3575157181044,3.9351280880705444,19.065000826779002,72.89959484301485,"312/E, Khar, Mumbai",2023-06-25
Greater Noida,Villa,5100,6,2,1,1,Semi-Furnished,1-5 years,42838518.63065634,188786.547685373,"Parking,Security,Garden,Balcony,Hall,Swimming Pool,Semi-Furnished",1,0,1,1,1,0,0,7795.472281579972,37.99255829203123,5.84840383028046,28.456946135124838,77.48600258250563,"423/F, Sector Gamma, Greater Noida",2023-10-16
Pune,Independent House,2500,5,3,1,1,Unfurnished,1-5 years,22690710.057501856,110407.33066860288,"Parking,Garden,Balcony,Hall,Unfurnished",1,0,0,1,0,0,0,7038.426868137245,33.80131899845142,5.762876216241277,18.513073970791083,73.81947013336195,"54/H, Kothrud, Pune",2023-04-27
Hyderabad,Apartment,2150,5,3,0,1,Semi-Furnished,10+ years,19472214.482003167,90549.17354415017,"Security,Lift,Hall,Club House,Gym,Semi-Furnished",0,1,0,0,1,1,1,7006.709414140991,33.504431796538206,5.738116964677198,17.402612660278773,78.48910339545408,"470/B, Jubilee Hills, Hyderabad",2025-05-21
Bengaluru,Apartment,1650,4,3,1,1,Unfurnished,1-5 years,15250939.52793333,55214.51280813802,"Security,Lift,Balcony,Hall,Unfurnished",0,0,0,0,1,1,0,7725.276718708695,29.982278386762534,4.657274473674647,12.982482398524889,77.6118414521162,"104/F, BTM Layout, Bengaluru",2024-04-21
Kochi,Apartment,1350,3,2,0,1,Furnished,5-10 years,8045260.682339792,38867.16113650253,"Security,Lift,Hall,Furnished,Gym",0,1,0,0,1,1,0,5708.015644871405,25.858223698665462,5.436191904322929,9.940724195854033,76.28437444742968,"118/H, Marine Drive, Kochi",2024-07-09
Hyderabad,Independent House,2900,6,2,1,1,Unfurnished,1-5 years,31368958.247735437,113212.28706596977,"Parking,Garden,Balcony,Hall,Unfurnished",1,0,0,1,0,0,0,9479.957103940109,38.94237114008938,4.929436373576495,17.383177516374474,78.5008230923701,"400/F, Madhapur, Hyderabad",2024-10-13
Pune,Apartment,1000,2,1,1,1,Furnished,5-10 years,4338000.726299288,17010.772782190503,"Security,Lift,Balcony,Hall,Furnished",0,0,0,0,1,1,0,4359.405128949012,13.080094490250803,3.600517254996455,18.537828726017526,73.89127484201632,"373/E, Kalyani Nagar, Pune",2024-05-02
Chandigarh,Apartment,1400,4,3,1,1,Furnished,New,11281994.634630658,42392.517936799726,"Security,Lift,Balcony,Hall,Furnished,Club House,Gym",0,1,0,0,1,1,1,7203.388502290708,28.470181096817676,4.742798101937282,30.72987272609955,76.75258545262416,"274/F, Sector 22, Chandigarh",2024-08-22
Gurugram,Independent House,2100,4,3,1,1,Furnished,5-10 years,20803950.76377362,57514.02619563944,"Balcony,Hall,Furnished,Parking",1,0,0,0,0,0,0,9103.407505763193,30.075219831566166,3.964478551029529,28.445785823834786,77.05584180827397,"293/C, Sector 57, Gurugram",2023-12-10
Pune,Independent House,3600,4,2,1,1,Semi-Furnished,1-5 years,28017015.178337555,111004.64843028632,"Parking,Garden,Balcony,Hall,Semi-Furnished",1,0,0,1,0,0,0,6243.659351433249,23.52259001671428,4.5209237774283,18.517059139491394,73.85579897126108,"139/H, Aundh, Pune",2024-09-17
Gurugram,Apartment,1650,3,2,1,1,Unfurnished,10+ years,13097342.372346556,37636.91554877852,"Security,Lift,Balcony,Hall,Unfurnished",0,0,0,0,1,1,0,5978.153966999697,18.14847892530402,3.6429598218084718,28.473824436053064,77.03810176904894,"354/F, Sector 57, Gurugram",2024-04-07
Noida,Apartment,1450,3,2,1,1,Semi-Furnished,5-10 years,9648259.185310118,37832.01341919212,"Security,Lift,Balcony,Hall,Semi-Furnished",0,0,0,0,1,1,0,5465.763786879973,20.88105434590577,4.584403240263405,28.55273120972666,77.38795293662324,"352/E, Sector 50, Noida",2025-02-23
Jaipur,Apartment,700,2,2,1,0,Semi-Furnished,1-5 years,3353137.973194467,11323.117288603034,"Security,Lift,Balcony,Club House,Gym,Semi-Furnished",0,1,0,0,1,1,1,4473.896276086302,13.788552695413024,3.6984011728072628,26.88344761283275,75.76777610537141,"227/E, Jawahar Nagar, Jaipur",2023-06-25
Gurugram,Apartment,1850,3,2,1,1,Semi-Furnished,10+ years,11711752.483000899,33504.98883144765,"Security,Lift,Balcony,Hall,Semi-Furnished",0,0,0,0,1,1,0,5316.605830245717,14.072448638176793,3.1762629965426066,28.465208887860673,77.04029521373897,"72/E, Golf Course Road, Gurugram",2025-05-20
Delhi,Villa,4000,4,2,1,1,Unfurnished,5-10 years,64881257.33404145,374024.1911955236,"Parking,Security,Garden,Balcony,Hall,Unfurnished",1,0,0,1,1,0,0,11903.34100869994,66.27954417304662,6.681775557763564,28.628552165391664,77.20055414840792,"19/C, Hauz Khas, Delhi",2025-01-24
Mumbai,Independent House,1350,3,2,1,0,Semi-Furnished,5-10 years,18650074.109179627,100970.82550142665,"Balcony,Parking,Semi-Furnished",1,0,0,0,0,0,0,12095.566136531588,59.75699837849465,5.92848629363586,19.054542088444535,72.86866702150853,"150/G, Khar, Mumbai",2024-10-13
Jaipur,Apartment,1700,3,2,0,1,Semi-Furnished,5-10 years,6650108.802051224,24078.104074641135,"Security,Lift,Hall,Club House,Semi-Furnished",0,0,0,0,1,1,1,3919.734787116137,15.001132683475397,4.592494185917768,26.898391866753222,75.78282340883675,"379/H, Mansarovar, Jaipur",2024-07-16
Mumbai,Studio,600,2,2,1,0,Furnished,10+ years,5356257.115258283,12473.441353507427,"Balcony,Furnished",0,0,0,0,0,0,0,6217.17348936907,18.06829142677497,3.487428772770227,19.09907686307788,72.86828708733175,"298/E, Worli, Mumbai",2024-04-10
Gurugram,Independent House,2650,6,3,0,1,Furnished,New,29292031.42144676,139790.51925175288,"Hall,Furnished,Parking",1,0,0,0,0,0,0,9659.332440603192,46.225518791101685,5.742697323072781,28.45821163088373,76.96714708227454,"85/C, DLF Phase 2, Gurugram",2024-03-04
Patna,Apartment,1500,3,2,1,0,Semi-Furnished,5-10 years,4285830.046914242,13335.215752214064,"Balcony,Security,Lift,Semi-Furnished",0,0,0,0,1,1,0,3206.4174385998945,9.924890187295508,3.7143848088460807,25.56804927688121,85.13560617545717,"103/A, Kankarbagh, Patna",2025-11-27
Pune,Villa,3000,6,3,1,0,Semi-Furnished,New,26828332.07328202,146477.86467284407,"Security,Parking,Garden,Balcony,Swimming Pool,Semi-Furnished",1,0,1,1,1,0,0,9363.365632928446,52.035450218511706,6.668813620032137,18.52795207776029,73.8682667445108,"360/E, Kalyani Nagar, Pune",2025-07-15
Jaipur,Apartment,1300,4,2,0,1,Furnished,1-5 years,6349954.03211801,26513.165425415722,"Security,Lift,Hall,Furnished,Gym",0,1,0,0,1,1,0,5162.217881813383,17.665596360632907,4.106513153472865,26.898812607366068,75.7754228955821,"103/C, C-Scheme, Jaipur",2024-02-09
Pune,Villa,3900,5,2,1,1,Semi-Furnished,New,37212378.72586167,121679.98387189685,"Parking,Security,Garden,Balcony,Hall,Semi-Furnished",1,0,0,1,1,0,0,8002.653924495312,30.115565017156626,4.515836666380277,18.50962512265139,73.84259708831682,"331/F, Kothrud, Pune",2024-03-17
Ahmedabad,Apartment,1550,3,2,0,1,Semi-Furnished,5-10 years,10343516.945243405,27743.702198022074,"Security,Lift,Hall,Club House,Gym,Semi-Furnished",0,1,0,0,1,1,1,5424.584092395654,19.586564383765502,4.332844114900357,22.99538322789097,72.60055314464277,"144/C, Satellite, Ahmedabad",2024-04-02
Noida,Apartment,1400,4,2,1,1,Unfurnished,New,11970168.232319169,30883.99130774863,"Security,Lift,Balcony,Hall,Unfurnished",0,0,0,0,1,1,0,7092.900768382974,20.858869633374788,3.5289713443652455,28.553655283015836,77.39076419204541,"65/G, Sector 76, Noida",2025-05-20
Pune,Apartment,1600,3,2,1,1,Furnished,1-5 years,8344584.133465768,33655.16233583399,"Security,Lift,Balcony,Hall,Furnished,Club House",0,0,0,0,1,1,1,4483.246381529521,18.895782301962726,5.057705250323406,18.5083093186094,73.87428784492465,"327/A, Baner, Pune",2024-12-23
Gurugram,Independent House,2750,6,2,1,1,Unfurnished,1-5 years,29557500.684298754,129911.59317985665,"Parking,Garden,Balcony,Hall,Unfurnished",1,0,0,1,0,0,0,10030.019140997687,48.062727195544234,5.750265460502015,28.447951246442994,77.03404722804308,"325/D, Golf Course Road, Gurugram",2023-09-12
Pune,Apartment,1600,3,2,0,1,Furnished,10+ years,8548419.528534748,26365.22893746002,"Hall,Furnished,Security,Lift",0,0,0,0,1,1,0,4201.110508480545,16.110273004010487,4.601718418448527,18.50830115383487,73.86780158234767,"419/A, Hinjewadi, Pune",2025-08-14
Lucknow,Villa,3750,4,2,1,1,Unfurnished,5-10 years,19399328.77357916,105802.1310039585,"Parking,Security,Garden,Balcony,Hall,Unfurnished",1,0,0,1,1,0,0,5307.132758502381,27.113971866718316,6.130761697629649,26.829749912603827,80.94652607609723,"188/H, Aliganj, Lucknow",2024-08-23
Hyderabad,Apartment,1500,4,3,1,0,Semi-Furnished,1-5 years,11825019.462505814,57548.24333456474,"Security,Lift,Balcony,Club House,Semi-Furnished",0,0,0,0,1,1,1,6619.099881451541,30.98688793589799,5.6177223775211,17.37926583082104,78.47950479725866,"64/E, Banjara Hills, Hyderabad",2025-06-12
Kochi,Villa,2100,4,3,0,1,Semi-Furnished,5-10 years,21255801.722082675,125647.91725499595,"Parking,Security,Garden,Hall,Swimming Pool,Semi-Furnished",1,0,1,1,1,0,0,9603.575158856349,57.59689394425574,7.196931516630903,9.924454996004718,76.26893004175089,"187/H, Panampilly Nagar, Kochi",2024-07-08
Gurugram,Apartment,1800,4,3,1,0,Semi-Furnished,5-10 years,16136653.543298656,73981.58095801027,"Security,Lift,Balcony,Gym,Semi-Furnished",0,1,0,0,1,1,0,7818.7817651170835,34.652346588310806,5.318324152682152,28.46406966410748,77.04317275446941,"416/A, Sushant Lok, Gurugram",2024-06-10
Chennai,Villa,2700,4,2,1,1,Furnished,1-5 years,26605139.76289478,154781.55954636054,"Parking,Security,Garden,Balcony,Hall,Furnished,Swimming Pool",1,0,1,1,1,0,0,9683.941609493173,63.29563483924738,7.843372551176719,13.059052804269474,80.2951522035463,"454/C, Adyar, Chennai",2024-12-10
Bengaluru,Apartment,1250,3,2,1,1,Unfurnished,New,12720672.89893109,37588.56426590354,"Security,Lift,Balcony,Hall,Unfurnished",0,0,0,0,1,1,0,8251.555255920553,25.644352954027934,3.7293846542145492,12.984468064818495,77.61323043000863,"318/G, Indiranagar, Bengaluru",2024-01-24
Pune,Apartment,1600,3,2,1,1,Unfurnished,1-5 years,10342194.844105065,26958.256218042694,"Security,Lift,Balcony,Hall,Unfurnished",0,0,0,0,1,1,0,5284.186180692988,14.983301024290785,3.4025979809044093,18.518645372783734,73.84051194389687,"454/G, Kalyani Nagar, Pune",2025-04-06
Bengaluru,Independent House,2450,6,3,1,1,Unfurnished,New,28389284.642225157,117227.23367658515,"Balcony,Hall,Parking,Unfurnished",1,0,0,0,0,0,0,9329.279599897336,40.784662207204526,5.2460207805524455,12.979849743168069,77.59727235409888,"423/F, Koramangala, Bengaluru",2025-09-12
Mumbai,Apartment,800,3,2,1,1,Semi-Furnished,5-10 years,10683214.184135797,30330.957812039742,"Security,Lift,Balcony,Hall,Semi-Furnished",0,0,0,0,1,1,0,10247.706852863748,34.309200727417426,4.017585735426805,19.074720189934574,72.87225384425778,"241/H, Dadar, Mumbai",2024-10-08
Chandigarh,Apartment,1250,3,2,1,1,Unfurnished,New,8943453.553843806,30622.404011163813,"Security,Lift,Balcony,Hall,Unfurnished,Gym",0,1,0,0,1,1,0,6075.441187620919,21.544353422630955,4.2553657106968075,30.68792895223203,76.79827573936902,"253/C, Sector 35, Chandigarh",2025-08-17
Patna,Independent House,2650,5,2,1,1,Semi-Furnished,1-5 years,10213989.508697871,38341.29952311869,"Parking,Garden,Balcony,Hall,Semi-Furnished",1,0,0,1,0,0,0,4334.346944315447,16.55652745333394,4.583812324958815,25.60208783999275,85.16055877713283,"154/D, Ashok Rajpath, Patna",2024-05-25
Hyderabad,Villa,3200,6,3,0,1,Unfurnished,New,36645463.975063115,207155.71962112968,"Parking,Security,Garden,Hall,Unfurnished",1,0,0,1,1,0,0,9503.363488868063,53.28509574996772,6.728366748768582,17.36168442240339,78.48985858146966,"440/G, Gachibowli, Hyderabad",2025-07-23
Kochi,Apartment,1900,4,2,0,1,Semi-Furnished,1-5 years,12732021.183050815,58676.096042126475,"Security,Lift,Hall,Gym,Semi-Furnished",0,1,0,0,1,1,0,5786.3921281596395,23.188153793540593,4.808831468028886,9.935657259496494,76.27833234289115,"368/A, Panampilly Nagar, Kochi",2025-05-02
Mumbai,Independent House,2150,4,2,0,1,Unfurnished,5-10 years,31167356.409754816,91038.6681621916,"Hall,Parking,Unfurnished,Garden",1,0,0,1,0,0,0,11266.699471079897,32.8884675729201,3.5029035068174528,19.084533925500892,72.87214928412469,"61/F, Dadar, Mumbai",2025-06-18
Hyderabad,Apartment,2100,4,3,1,0,Unfurnished,5-10 years,11843765.362802604,48160.30650416983,"Balcony,Security,Lift,Unfurnished",0,0,0,0,1,1,0,4675.43250370371,18.104486483767097,4.646711029046072,17.40906941352465,78.48243786312457,"130/G, Jubilee Hills, Hyderabad",2024-11-23
Greater Noida,Independent House,1500,4,3,0,1,Furnished,10+ years,8026906.323141721,31877.04693674524,"Hall,Furnished,Parking",1,0,0,0,0,0,0,5948.344289250553,20.73492724221437,4.182998071517508,28.4431244195416,77.5209344873196,"44/E, Sector Beta, Greater Noida",2025-06-08
Bengaluru,Independent House,1800,4,2,0,0,Semi-Furnished,New,19470290.379887313,81432.47976771838,"Parking,Semi-Furnished",1,0,0,0,0,0,0,8417.582194173034,36.848798847907844,5.25311872191746,12.951174250679491,77.5863182731548,"69/F, Whitefield, Bengaluru",2024-09-01
Noida,Independent House,2200,4,2,1,1,Furnished,5-10 years,19660800.373308357,83908.49900420733,"Balcony,Hall,Furnished,Parking",1,0,0,0,0,0,0,8549.2354563335,38.97700448602859,5.4709459836650165,28.51807758272034,77.41016241430036,"71/A, Sector 62, Noida",2023-05-11
Noida,Apartment,2200,4,2,0,1,Unfurnished,New,17533647.29110614,40501.013624498555,"Unfurnished,Hall,Security,Lift",0,0,0,0,1,1,0,6436.542714833355,16.748475290079583,3.1225102106101463,28.53430228117801,77.38874959430896,"189/B, Sector 50, Noida",2025-05-16
Chandigarh,Apartment,1800,3,2,1,0,Furnished,New,13132242.422460696,48803.01093101122,"Balcony,Furnished,Security,Lift",0,0,0,0,1,1,0,6381.856059275088,22.442104263491796,4.219857807204943,30.71717042846028,76.83017077174797,"430/D, Sector 22, Chandigarh",2024-08-28
Mumbai,Apartment,1600,4,3,0,1,Semi-Furnished,1-5 years,21950572.01111621,76556.18641934863,"Security,Lift,Hall,Club House,Semi-Furnished",0,0,0,0,1,1,1,12960.396234785774,32.62367350385123,3.020618158227827,19.107483135510293,72.89375686494715,"224/H, Worli, Mumbai",2023-04-03
Greater Noida,Apartment,1850,4,3,0,1,Unfurnished,New,12401749.645013303,37603.89937923322,"Unfurnished,Hall,Security,Lift",0,0,0,0,1,1,0,5411.943442225611,18.833935210469733,4.176082491222291,28.501333794997446,77.5088667251624,"301/E, Sector 1, Greater Noida",2025-10-04
Noida,Independent House,2200,5,3,0,0,Unfurnished,New,18253075.849445276,70678.90460744781,"Parking,Unfurnished,Garden",1,0,0,1,0,0,0,7526.29378367547,35.06477319028535,5.590763400653985,28.544712637089575,77.35113966507868,"197/G, Sector 76, Noida",2024-03-14
Ahmedabad,Studio,600,2,1,0,1,Furnished,New,1432594.1524014939,4679.0716320877145,"Hall,Furnished",0,0,0,0,0,0,0,2919.477216968481,8.047661889101425,3.307850532551688,23.030559575961682,72.53668329394591,"33/D, Bodakdev, Ahmedabad",2024-06-15
Patna,Apartment,1300,3,2,1,0,Furnished,New,6103244.10348619,14922.125841309065,"Security,Lift,Balcony,Furnished,Club House",0,0,0,0,1,1,1,3810.2521651466536,10.299774460835064,3.2438087604961336,25.589642167693775,85.12561830981576,"487/D, Boring Road, Patna",2025-04-28
Mumbai,Apartment,1300,4,3,1,1,Unfurnished,10+ years,20179567.002952177,56296.734928789774,"Security,Lift,Balcony,Hall,Club House,Unfurnished",0,0,0,0,1,1,1,12465.226689672038,37.48643864619401,3.608737128920705,19.06979480406947,72.86900464982743,"106/F, Powai, Mumbai",2023-06-24
Hyderabad,Apartment,1600,4,2,1,1,Furnished,5-10 years,13801678.68812151,37446.525119813916,"Security,Lift,Balcony,Hall,Furnished,Club House",0,0,0,0,1,1,1,7815.592042702139,24.406438192029245,3.747345776291215,17.39738512937067,78.51044497078884,"273/H, Banjara Hills, Hyderabad",2024-07-04
Gurugram,Independent House,3200,5,3,0,1,Unfurnished,10+ years,18940202.478344604,67317.87886637064,"Hall,Parking,Unfurnished",1,0,0,0,0,0,0,6803.445638209278,17.725483616784846,3.126442316329055,28.4424456817614,77.01410704816801,"70/F, DLF Phase 2, Gurugram",2024-08-01
Delhi,Independent House,2050,5,3,1,1,Semi-Furnished,5-10 years,22696707.4148748,97005.29238149403,"Balcony,Hall,Parking,Semi-Furnished",1,0,0,0,0,0,0,9685.649549348374,41.41229817712832,5.1307615002338505,28.597163721905105,77.20154106925165,"375/F, Hauz Khas, Delhi",2024-04-21
Bengaluru,Independent House,2050,4,2,1,1,Semi-Furnished,1-5 years,19705688.684275176,77953.50247806127,"Balcony,Hall,Parking,Semi-Furnished",1,0,0,0,0,0,0,8971.915029496371,34.095747837949006,4.5603304613369176,12.973860702868002,77.60240012204238,"477/F, Koramangala, Bengaluru",2024-10-11
Pune,Villa,4550,5,3,1,0,Unfurnished,5-10 years,41919048.495056435,140253.12817292937,"Security,Parking,Garden,Balcony,Unfurnished,Swimming Pool",1,0,1,1,1,0,0,8038.134166263843,28.088801379214836,4.193331556535184,18.498808354431443,73.84205954686746,"398/F, Viman Nagar, Pune",2023-07-13
Lucknow,Studio,350,1,1,1,0,Unfurnished,1-5 years,914452.9308118208,1959.3578162446172,"Balcony,Unfurnished",0,0,0,0,0,0,0,2887.7156222398817,5.909360011639839,2.455654552461586,26.84623976122343,80.93597485618265,"499/A, Jankipuram, Lucknow",2023-01-10
Chandigarh,Independent House,2150,5,3,1,1,Unfurnished,1-5 years,20915480.855347723,77304.84237037663,"Parking,Garden,Balcony,Hall,Unfurnished",1,0,0,1,0,0,0,9340.538032344826,35.59716854291384,4.573248575571951,30.72199284635051,76.80005789224177,"37/B, Sector 22, Chandigarh",2025-01-05
Noida,Apartment,1600,3,2,1,0,Furnished,10+ years,8136546.745185481,48035.25481052614,"Security,Lift,Balcony,Furnished,Club House,Gym",0,1,0,0,1,1,1,5688.219876179361,27.038423628752835,5.704088284346818,28.538829771577277,77.41668911862455,"385/C, Sector 62, Noida",2024-12-20
Pune,Apartment,850,3,2,1,0,Semi-Furnished,5-10 years,5814122.292424906,22394.563943065557,"Security,Lift,Balcony,Club House,Semi-Furnished",0,0,0,0,1,1,1,6073.676917458793,26.069381800839952,5.150629278795548,18.52284486993843,73.8423780409225,"200/C, Viman Nagar, Pune",2025-06-15
Hyderabad,Apartment,2350,4,3,1,1,Semi-Furnished,New,20200866.18372616,80739.60014952759,"Security,Lift,Balcony,Hall,Club House,Gym,Semi-Furnished",0,1,0,0,1,1,1,7676.780839809474,28.416435005344784,4.4419298554913595,17.41806755555066,78.48389864771944,"370/D, Madhapur, Hyderabad",2024-03-06
Chandigarh,Independent House,2050,4,3,0,0,Furnished,5-10 years,16423236.642296262,81941.34365419166,"Furnished,Parking",1,0,0,0,0,0,0,6682.810416126099,33.669199329278975,6.045815559519593,30.702655899002607,76.78743692588158,"462/A, Sector 9, Chandigarh",2023-10-12
Lucknow,Apartment,1600,4,3,1,1,Furnished,5-10 years,6773468.429470484,19706.980457150094,"Security,Lift,Balcony,Hall,Furnished,Club House,Gym",0,1,0,0,1,1,1,4332.685914274194,12.362800151185336,3.424056226311434,26.81305401342113,80.97669048741412,"65/A, Indira Nagar, Lucknow",2025-06-25
Jaipur,Studio,550,1,1,1,1,Furnished,1-5 years,1659367.0350582548,6571.753412377682,"Balcony,Hall,Furnished",0,0,0,0,0,0,0,2946.856054862201,10.52946053882817,4.287740022369247,26.900843076175992,75.83322054028277,"116/G, Raja Park, Jaipur",2024-12-19
Patna,Independent House,1800,4,2,1,1,Unfurnished,10+ years,6081968.689811612,26627.771862270212,"Balcony,Hall,Parking,Unfurnished",1,0,0,0,0,0,0,3644.0635477571923,15.452575479345471,5.088574974667294,25.612741241678496,85.18572621833493,"372/F, Patliputra, Patna",2024-09-05
Kochi,Apartment,1200,4,3,1,1,Furnished,5-10 years,7484101.135041816,34181.4889526416,"Security,Lift,Balcony,Hall,Furnished,Gym",0,1,0,0,1,1,0,6076.873326635755,26.841208569178338,5.300332679609371,9.943794365506506,76.26259522590519,"442/B, Thevara, Kochi",2024-12-25
Jaipur,Studio,600,1,1,0,1,Unfurnished,5-10 years,1169797.7708708863,1924.4903511872508,"Hall,Unfurnished",0,0,0,0,0,0,0,2099.8579181375867,3.688550410406596,2.1078857070547277,26.8948292569734,75.7653177423109,"91/F, Mansarovar, Jaipur",2023-08-03
Bengaluru,Villa,3900,4,2,0,1,Semi-Furnished,1-5 years,36454759.564999916,234257.8838506062,"Parking,Security,Garden,Hall,Swimming Pool,Semi-Furnished",1,0,1,1,1,0,0,8874.440707015056,61.69273693479788,8.342078871881728,13.010472833577191,77.59633422171468,"47/F, BTM Layout, Bengaluru",2024-01-20
Jaipur,Apartment,1450,3,2,0,0,Furnished,10+ years,4046343.282199676,17855.053718560444,"Furnished,Security,Lift,Club House",0,0,0,0,1,1,1,2804.9849605090803,10.488173387901089,4.486943153947283,26.908099269087174,75.77958804099995,"7/B, Vaishali Nagar, Jaipur",2024-05-08
