city,property_type,area,bedrooms,bathrooms,balcony,hall,furnishing,property_age,sale_price,rent_price,amenities,parking,gym,swimming_pool,garden,security,lift,club_house,price_per_sqft,rent_per_sqft,gross_yield,latitude,longitude,address,listing_date
Mumbai,Villa,3600,4,3,1,0,Unfurnished,New,92808793.06440224,578322.5802214696,"Security,Parking,Garden,Balcony,Unfurnished,Swimming Pool",1,0,1,1,1,0,0,21421.68327023363,125.6017004522519,7.0359569153063335,19.03501487392125,72.83832235120677,"62/F, Powai, Mumbai",2024-08-25
Gurugram,Apartment,2200,4,3,0,1,Semi-Furnished,1-5 years,15099752.517232385,47614.24469283149,"Hall,Security,Lift,Semi-Furnished",0,0,0,0,1,1,0,5997.990333779717,16.945639394742376,3.390263428596861,28.44746372478252,76.99604921579575,"65/D, DLF Phase 2, Gurugram",2024-08-07
Pune,Apartment,1450,4,3,1,1,Semi-Furnished,5-10 years,8793595.364354044,37697.68793095502,"Security,Lift,Balcony,Hall,Club House,Gym,Semi-Furnished",0,1,0,0,1,1,1,5691.392430016291,21.250718907926395,4.480601716202283,18.518723645694728,73.87674009273489,"302/E, Viman Nagar, Pune",2024-02-21
Patna,Villa,3400,5,3,0,1,Unfurnished,5-10 years,11001051.612588847,38891.00760416968,"Parking,Security,Garden,Hall,Unfurnished,Swimming Pool",1,0,1,1,1,0,0,3657.7844553013733,14.633116435896945,4.800649119066133,25.610016293056123,85.15045202457819,"23/E, Ashok Rajpath, Patna",2024-09-13
Chandigarh,Independent House,2500,5,3,1,1,Unfurnished,New,19970594.32414292,87580.66144472927,"Balcony,Hall,Parking,Unfurnished",1,0,0,0,0,0,0,8888.73534715176,30.51416040659352,4.119482812551676,30.71828622616089,76.78155978625611,"496/E, Sector 9, Chandigarh",2025-10-23
Pune,Villa,3350,6,3,1,1,Semi-Furnished,1-5 years,34593245.42096454,145096.35515058384,"Parking,Security,Garden,Balcony,Hall,Swimming Pool,Semi-Furnished",1,0,1,1,1,0,0,9701.897842368107,42.536022759075095,5.261159016536411,18.513621770620894,73.84835746153755,"115/F, Kalyani Nagar, Pune",2025-02-27
Gurugram,Apartment,550,1,1,1,1,Semi-Furnished,5-10 years,3264961.497755864,11073.776784203958,"Security,Lift,Balcony,Hall,Semi-Furnished",0,0,0,0,1,1,0,4933.090277176216,17.79662225946331,4.329121404926017,28.492853998527895,77.02541471377205,"168/A, Sushant Lok, Gurugram",2024-10-08
Hyderabad,Apartment,900,3,2,1,1,Furnished,New,8616090.245859763,33199.46526263257,"Security,Lift,Balcony,Hall,Furnished",0,0,0,0,1,1,0,7779.649149430292,27.988372047840677,4.317167241387529,17.391482253351334,78.51456876923045,"402/E, Madhapur, Hyderabad",2025-07-10
Gurugram,Apartment,1750,3,2,0,1,Unfurnished,5-10 years,12543131.404096788,37151.761686248996,"Unfurnished,Hall,Security,Lift",0,0,0,0,1,1,0,6438.730068846882,18.118640056899917,3.3768099975922365,28.47938499208347,77.00620142726292,"469/H, Sector 57, Gurugram",2024-03-21
Bengaluru,Villa,3050,6,2,1,0,Furnished,10+ years,42786531.857425906,272829.09501514403,"Security,Parking,Garden,Balcony,Furnished,Swimming Pool",1,0,1,1,1,0,0,12014.711205934438,79.40292988063499,7.930570633249887,12.958268382943917,77.6126816019183,"473/B, Koramangala, Bengaluru",2024-08-28
Noida,Apartment,1200,4,2,0,1,Unfurnished,5-10 years,8424543.898899022,20673.238785550006,"Security,Lift,Hall,Unfurnished,Gym",0,1,0,0,1,1,0,5852.2232299518455,14.293706731723502,2.9309285384538106,28.527531774320188,77.40935038204593,"102/E, Sector 50, Noida",2024-07-25
Delhi,Independent House,2300,5,3,1,0,Semi-Furnished,1-5 years,27245505.049323697,78961.44944722051,"Balcony,Parking,Semi-Furnished",1,0,0,0,0,0,0,8669.888239170754,33.12658204866755,4.58505315890937,28.592478539015588,77.20656597776231,"224/D, Vasant Kunj, Delhi",2025-06-20
Jaipur,Apartment,1300,3,2,0,0,Furnished,10+ years,4852819.6610909095,21099.400695622706,"Furnished,Security,Lift",0,0,0,0,1,1,0,3432.3914820440687,13.993374474267963,4.8922302298458975,26.912984374968016,75.77895656504882,"403/E, Vaishali Nagar, Jaipur",2024-04-27
Delhi,Villa,5600,4,3,1,1,Semi-Furnished,5-10 years,113692096.49229203,778214.9974335817,"Parking,Security,Garden,Balcony,Hall,Swimming Pool,Semi-Furnished",1,0,1,1,1,0,0,15596.594834285037,98.04799571450401,7.543800176097755,28.62597509056292,77.1913214578932,"458/F, Dwarka, Delhi",2025-11-24
Pune,Independent House,3500,6,2,1,1,Semi-Furnished,New,30835280.762253046,101368.9166765478,"Balcony,Hall,Parking,Semi-Furnished",1,0,0,0,0,0,0,7900.614044299681,25.53400151308559,3.8782810606740297,18.531344598743747,73.83143486522106,"176/E, Viman Nagar, Pune",2024-09-20
Kochi,Apartment,1400,4,2,1,1,Furnished,5-10 years,9050562.428822322,40376.37006772796,"Security,Lift,Balcony,Hall,Furnished",0,0,0,0,1,1,0,4976.144370861078,22.34430505970371,5.388341670441662,9.917401004628053,76.25773380613956,"492/B, Panampilly Nagar, Kochi",2025-04-26
Pune,Villa,4650,5,2,1,1,Furnished,5-10 years,40103153.36067214,158106.31737398653,"Parking,Security,Garden,Balcony,Hall,Furnished",1,0,0,1,1,0,0,7824.095714484106,29.586691761247568,4.537780647004533,18.51090776497419,73.85688615804115,"498/H, Kothrud, Pune",2024-12-03
Chandigarh,Studio,450,1,1,1,1,Semi-Furnished,1-5 years,1595150.3703136323,5164.21122192139,"Balcony,Hall,Semi-Furnished",0,0,0,0,0,0,0,4232.688403604151,11.033868662910121,3.1281873676828384,30.718118397909187,76.7689146030244,"225/C, Sector 35, Chandigarh",2025-09-04
Jaipur,Apartment,1500,3,2,1,0,Unfurnished,10+ years,5016073.292148609,19581.844461032575,"Security,Lift,Balcony,Unfurnished,Gym",0,1,0,0,1,1,0,2946.9081177341504,11.53443138959057,4.696894885935956,26.937985946892546,75.81233631755615,"170/C, Vaishali Nagar, Jaipur",2024-03-12
Bengaluru,Studio,500,2,2,1,1,Semi-Furnished,New,2521707.624205482,8568.392103047803,"Balcony,Hall,Semi-Furnished",0,0,0,0,0,0,0,4466.972182115261,12.717854226007132,3.416503270898312,12.980460993380154,77.5811850204973,"209/B, Indiranagar, Bengaluru",2024-10-13
Jaipur,Apartment,2000,4,3,0,1,Semi-Furnished,1-5 years,10752196.504545182,27379.887226364663,"Security,Lift,Hall,Gym,Semi-Furnished",0,1,0,0,1,1,0,4767.664348142498,12.854916446572203,3.2355255339853444,26.93070085184894,75.75742280416422,"167/D, Jawahar Nagar, Jaipur",2024-06-11
Chandigarh,Independent House,2400,5,2,1,1,Semi-Furnished,5-10 years,22392510.583263915,79171.10881382796,"Balcony,Hall,Parking,Semi-Furnished",1,0,0,0,0,0,0,8749.710306464278,28.960199539073606,3.9718160064354824,30.729047568446326,76.76114615480084,"245/C, Sector 35, Chandigarh",2023-04-28
Chandigarh,Independent House,3200,5,2,1,1,Furnished,10+ years,24602281.08969952,99992.79045711504,"Parking,Garden,Balcony,Hall,Furnished",1,0,0,1,0,0,0,7298.927614662032,30.740602063343008,5.053992096306012,30.752507241407027,76.77655255488486,"113/H, Sector 9, Chandigarh",2024-07-09
Chandigarh,Apartment,1550,3,2,0,1,Furnished,New,7897762.166735914,27237.9247844675,"Hall,Furnished,Security,Lift",0,0,0,0,1,1,0,4790.23514627741,17.786220389352387,4.455619362195466,30.728862879587325,76.77176217545093,"65/D, Sector 8, Chandigarh",2023-05-27
Chennai,Independent House,3450,6,3,0,0,Semi-Furnished,1-5 years,23552203.521233886,70683.03671137174,"Parking,Semi-Furnished,Garden",1,0,0,1,0,0,0,6501.4526350914175,23.292923582696314,4.299271234918802,13.112496940899316,80.2915441342598,"287/A, Mylapore, Chennai",2025-07-26
Kochi,Independent House,2400,5,2,0,0,Semi-Furnished,10+ years,13486353.81313566,71136.29155823222,"Parking,Semi-Furnished,Garden",1,0,0,1,0,0,0,5304.051045981634,25.92921594401207,5.86628199145771,9.929271420363524,76.24569620995618,"309/B, Thevara, Kochi",2024-08-19
Kochi,Independent House,2050,4,2,0,1,Furnished,New,16472206.580398561,52666.3111191203,"Hall,Furnished,Parking,Garden",1,0,0,1,0,0,0,7213.10608882683,22.165844795781812,3.687594973286238,9.923299610015604,76.27939016751013,"350/E, Kadavanthra, Kochi",2025-07-11
Pune,Independent House,1250,4,3,1,1,Unfurnished,10+ years,7199046.751490956,28638.679372312145,"Parking,Garden,Balcony,Hall,Unfurnished",1,0,0,1,0,0,0,5209.831444794331,23.31222136494546,5.3695913071980215,18.5158475794366,73.8389565451386,"303/F, Hinjewadi, Pune",2024-11-28
Noida,Villa,3600,4,2,0,1,Semi-Furnished,5-10 years,38252273.93277116,225312.9170645012,"Parking,Security,Garden,Hall,Swimming Pool,Semi-Furnished",1,0,1,1,1,0,0,10950.312130726676,50.9690210894818,5.585486931989337,28.559866318622923,77.39233869774877,"442/H, Sector 62, Noida",2024-06-26
Kochi,Villa,4500,4,3,0,0,Unfurnished,New,37216873.09553246,206597.45097453287,"Security,Parking,Garden,Unfurnished,Swimming Pool",1,0,1,1,1,0,0,8010.627680428801,44.36576761248551,6.64603614833498,9.914169638568776,76.25945016280014,"467/B, Thevara, Kochi",2024-05-06
Ahmedabad,Apartment,950,2,2,1,0,Unfurnished,New,5292270.711587651,20307.670009705023,"Security,Lift,Balcony,Unfurnished,Gym",0,1,0,0,1,1,0,5126.5208961586295,20.352446074590638,4.764037011496276,23.00469650556678,72.56567459207344,"318/E, Bodakdev, Ahmedabad",2024-02-22
Kochi,Apartment,1050,3,2,1,0,Semi-Furnished,10+ years,4378473.450972104,13898.16660316668,"Balcony,Security,Lift,Semi-Furnished",0,0,0,0,1,1,0,4538.93255343608,13.350018657858834,3.5294691429823213,9.933789294072408,76.2393691157788,"347/E, Panampilly Nagar, Kochi",2024-06-26
Noida,Studio,650,1,1,1,1,Furnished,1-5 years,2734542.834474668,10198.349554606033,"Balcony,Hall,Furnished",0,0,0,0,0,0,0,4390.300117796705,16.820578235283808,4.597565847610063,28.513914173296385,77.38483114735646,"280/H, Sector 76, Noida",2025-05-21
Patna,Independent House,2150,6,3,1,1,Unfurnished,1-5 years,10091223.496807527,32089.374047597015,"Parking,Garden,Balcony,Hall,Unfurnished",1,0,0,1,0,0,0,4362.337687510373,15.571435956424471,4.283419690595636,25.572304701266223,85.14971989744886,"307/A, Kankarbagh, Patna",2024-12-04
Delhi,Independent House,1450,3,2,1,1,Unfurnished,New,16314838.719773658,63436.75885080736,"Parking,Garden,Balcony,Hall,Unfurnished",1,0,0,1,0,0,0,9439.63334215635,36.19395783033617,4.601105553797051,28.632317694557255,77.20216823205652,"139/C, Rohini, Delhi",2025-07-11
Pune,Studio,700,2,2,0,0,Semi-Furnished,5-10 years,2703391.8491669954,4827.189370125756,Semi-Furnished,0,0,0,0,0,0,0,3132.0470613615016,6.1215640119012775,2.3453915826821192,18.53186115226629,73.85504161784687,"155/A, Kothrud, Pune",2024-08-09
Hyderabad,Independent House,3000,4,3,1,1,Unfurnished,5-10 years,24117869.995357323,86614.85386678162,"Parking,Garden,Balcony,Hall,Unfurnished",1,0,0,1,0,0,0,7090.192215077142,22.832083709264666,3.864281759929621,17.40322194782011,78.49349424796733,"145/G, Banjara Hills, Hyderabad",2025-08-11
Greater Noida,Apartment,1900,3,2,1,1,Semi-Furnished,5-10 years,10806253.15449613,42969.65873688845,"Security,Lift,Balcony,Hall,Semi-Furnished",0,0,0,0,1,1,0,4593.358178538945,18.536531367459652,4.842608996807408,28.454456553170772,77.52496141278694,"486/C, Sector 1, Greater Noida",2024-07-21
Greater Noida,Independent House,2550,6,3,0,0,Semi-Furnished,New,24360035.780185975,72004.59441626791,"Parking,Semi-Furnished,Garden",1,0,0,1,0,0,0,8034.2318252029545,23.74757812125557,3.546959356601191,28.49023073835792,77.48158550957045,"5/B, Sector 4, Greater Noida",2023-06-28
Pune,Villa,2550,5,3,1,1,Furnished,5-10 years,27814481.218745414,149388.6402657246,"Parking,Security,Garden,Balcony,Hall,Furnished",1,0,0,1,1,0,0,9242.733046780975,64.28635130330069,8.346408056308423,18.536829377423967,73.86186357575077,"303/C, Hinjewadi, Pune",2024-07-18
Mumbai,Studio,600,1,1,0,0,Unfurnished,1-5 years,4702123.295521055,13993.743711455483,Unfurnished,0,0,0,0,0,0,0,6386.225540544247,17.986464798087653,3.3797362183149215,19.083915325341035,72.91891744521368,"303/B, Bandra, Mumbai",2025-05-12
Chennai,Apartment,1500,3,2,0,1,Furnished,10+ years,6272539.711625789,29268.652268776703,"Security,Lift,Hall,Furnished,Gym",0,1,0,0,1,1,0,4278.601390804186,16.040002635540496,4.49866706536802,13.089226836100167,80.26378491191124,"351/G, Velachery, Chennai",2023-06-28
Lucknow,Apartment,1650,4,3,1,1,Semi-Furnished,5-10 years,7465092.889392704,29918.208769446697,"Security,Lift,Balcony,Hall,Club House,Gym,Semi-Furnished",0,1,0,0,1,1,1,3925.10931208229,19.53347339999088,5.971851027902692,26.844707868193154,80.95611354485821,"216/A, Indira Nagar, Lucknow",2024-03-13
Noida,Apartment,1400,3,2,1,0,Furnished,1-5 years,7875107.8717099605,25635.128022870722,"Security,Lift,Balcony,Furnished,Club House",0,0,0,0,1,1,1,5324.787861936054,15.613138802715834,3.5185939889156095,28.528632009489677,77.38372211745111,"96/H, Sector 62, Noida",2024-07-20
Bengaluru,Studio,300,1,1,0,0,Furnished,New,1291859.1493484958,4378.854794470455,Furnished,0,0,0,0,0,0,0,4576.3896998548435,14.485476277785866,3.798315413107059,12.98466629273684,77.62512785588996,"491/B, Jayanagar, Bengaluru",2024-01-24
Lucknow,Studio,550,2,2,0,0,Unfurnished,New,1325316.5848173203,4877.331039828992,Unfurnished,0,0,0,0,0,0,0,3003.9153285713764,8.863637758252684,3.5408339272204916,26.84178307007622,80.9401797410021,"166/D, Aliganj, Lucknow",2024-01-10
Jaipur,Apartment,1400,4,3,1,1,Semi-Furnished,10+ years,6072323.280861083,28023.895103632043,"Security,Lift,Balcony,Hall,Club House,Semi-Furnished",0,0,0,0,1,1,1,4225.411772889877,18.795848880964368,5.337945712621336,26.92379104828516,75.76861401581635,"116/H, C-Scheme, Jaipur",2024-09-27
Chandigarh,Villa,2500,6,3,0,1,Unfurnished,5-10 years,22047292.325251542,108964.95630285509,"Parking,Security,Garden,Hall,Unfurnished,Swimming Pool",1,0,1,1,1,0,0,8916.5328961955,41.54207096192526,5.590792490159543,30.74658572568043,76.78481405682386,"351/D, Sector 8, Chandigarh",2024-07-22
Hyderabad,Apartment,1400,3,2,1,0,Furnished,1-5 years,14651360.60600196,45839.08884572747,"Balcony,Furnished,Security,Lift",0,0,0,0,1,1,0,7025.607785546457,23.139991350702715,3.9523967845129917,17.385971979121173,78.50705362555071,"348/E, Gachibowli, Hyderabad",2023-08-10
Hyderabad,Independent House,2050,4,3,0,1,Unfurnished,1-5 years,21476541.693282217,66330.727193145,"Hall,Parking,Unfurnished,Garden",1,0,0,1,0,0,0,8593.92283128796,27.940432815024465,3.9014219741375635,17.395699182000044,78.49517334620745,"78/B, Jubilee Hills, Hyderabad",2025-11-15
Bengaluru,Apartment,950,2,1,1,1,Furnished,1-5 years,7287389.095243366,39265.246700330696,"Security,Lift,Balcony,Hall,Furnished",0,0,0,0,1,1,0,7341.940684819144,33.25514543104235,5.4353714134144955,12.983419222942416,77.56846137050833,"45/A, Indiranagar, Bengaluru",2024-10-07
Pune,Independent House,1900,3,2,1,1,Semi-Furnished,10+ years,15946009.311790416,61563.276662421194,"Parking,Garden,Balcony,Hall,Semi-Furnished",1,0,0,1,0,0,0,7083.083788836398,26.505993428462936,4.490585324472179,18.548704725563702,73.84309650367102,"370/A, Aundh, Pune",2025-12-02
Gurugram,Villa,4750,4,2,1,1,Semi-Furnished,5-10 years,67093332.95676127,395054.08850552957,"Parking,Security,Garden,Balcony,Hall,Swimming Pool,Semi-Furnished",1,0,1,1,1,0,0,13349.821599436653,71.63798751947358,6.439455717295574,28.432096271711373,77.05980258477994,"92/F, Golf Course Road, Gurugram",2024-02-23
Lucknow,Studio,650,2,1,1,1,Semi-Furnished,New,1769888.4924461083,5715.8081835048,"Balcony,Hall,Semi-Furnished",0,0,0,0,0,0,0,2989.6017873844758,7.6105440929146155,3.054805810605117,26.855644425192438,80.94068140900177,"402/G, Indira Nagar, Lucknow",2023-05-13
Delhi,Apartment,2000,4,3,1,1,Unfurnished,5-10 years,19301526.068217825,62487.41128752197,"Security,Lift,Balcony,Hall,Club House,Unfurnished,Gym",0,1,0,0,1,1,1,7305.228471027909,20.391647106478846,3.3496524612229517,28.660222544311537,77.1781864852878,"209/G, Rohini, Delhi",2023-06-23
Delhi,Villa,3700,5,3,1,1,Semi-Furnished,1-5 years,88890878.93402447,416628.0117208282,"Parking,Security,Garden,Balcony,Hall,Swimming Pool,Semi-Furnished",1,0,1,1,1,0,0,15946.0279188644,100.32802876492747,7.550070470871646,28.6165522105871,77.21190188664896,"384/G, Saket, Delhi",2024-05-04
Kochi,Independent House,2050,4,2,0,0,Furnished,10+ years,9303684.189071575,38727.40305567861,"Furnished,Parking",1,0,0,0,0,0,0,4449.383409152175,20.732385301315055,5.5915303478687415,9.933777276288449,76.25499072386627,"178/H, Marine Drive, Kochi",2024-02-02
Hyderabad,Apartment,1150,2,2,0,1,Furnished,1-5 years,6765474.321114972,18532.99546814756,"Hall,Furnished,Security,Lift",0,0,0,0,1,1,0,4659.59186807007,13.933082625553272,3.5882325371103723,17.395567825331558,78.4902130702793,"430/E, Gachibowli, Hyderabad",2023-06-14
Mumbai,Villa,3300,5,3,1,1,Semi-Furnished,10+ years,87873126.94768666,406014.04881167406,"Parking,Security,Garden,Balcony,Hall,Swimming Pool,Semi-Furnished",1,0,1,1,1,0,0,21212.6664038911,88.94708714533138,5.031734461954235,19.057632222481242,72.89120062385304,"31/E, Dadar, Mumbai",2024-03-10
Pune,Apartment,1500,4,3,0,1,Semi-Furnished,10+ years,7708432.127621821,30575.776442284587,"Hall,Security,Lift,Semi-Furnished",0,0,0,0,1,1,0,3951.6152094757713,13.66129329977752,4.1485699114686385,18.5244314848188,73.87789447357922,"4/F, Hinjewadi, Pune",2024-08-22
Delhi,Apartment,1600,3,2,1,1,Semi-Furnished,10+ years,14124478.320562277,45732.949000213484,"Security,Lift,Balcony,Hall,Semi-Furnished",0,0,0,0,1,1,0,6061.014983328338,22.647027499826244,4.4838089122934095,28.624684621789005,77.19735899522614,"85/A, Pitampura, Delhi",2024-02-01
Mumbai,Apartment,2100,5,2,0,1,Semi-Furnished,New,37513355.91776282,101154.38562333306,"Security,Lift,Hall,Gym,Semi-Furnished",0,1,0,0,1,1,0,13632.771673277763,38.40760806146578,3.380760037527835,19.07727683491704,72.88082894180367,"436/B, Worli, Mumbai",2023-07-17
Mumbai,Independent House,1050,3,2,0,1,Semi-Furnished,1-5 years,18674554.38995269,92340.24315902204,"Hall,Parking,Semi-Furnished,Garden",1,0,0,1,0,0,0,14766.695733715884,67.73026042123229,5.504028387332825,19.072352281975157,72.86151849361221,"86/A, Worli, Mumbai",2024-08-17
Ahmedabad,Studio,500,2,2,0,1,Semi-Furnished,1-5 years,1912091.3397906735,4781.5884939384805,"Hall,Semi-Furnished",0,0,0,0,0,0,0,3510.3391667162364,9.115787844910779,3.116207549860723,23.04063269725957,72.55641975797016,"5/A, Ambawadi, Ahmedabad",2025-10-06
Mumbai,Apartment,1400,4,2,1,1,Unfurnished,New,23327543.301360153,61139.165976594515,"Security,Lift,Balcony,Hall,Unfurnished",0,0,0,0,1,1,0,12648.827145571293,34.80502300464902,3.3019684058377132,19.098089867516062,72.87453857861863,"366/E, Andheri, Mumbai",2025-12-22
Bengaluru,Studio,650,2,2,1,0,Semi-Furnished,New,3765982.6156018362,8915.59908003461,"Balcony,Semi-Furnished",0,0,0,0,0,0,0,4620.82271876566,10.538801704764715,2.736863717874006,12.930105870563835,77.56476934497849,"352/D, Whitefield, Bengaluru",2023-12-28
Ahmedabad,Independent House,2150,6,3,1,1,Unfurnished,1-5 years,13419408.29530663,52255.978387276846,"Balcony,Hall,Parking,Unfurnished",1,0,0,0,0,0,0,6241.531814262267,23.63183165776086,4.5434676667854,23.04683068250145,72.56480916353513,"8/H, Prahlad Nagar, Ahmedabad",2024-03-14
Ahmedabad,Apartment,2150,4,2,0,1,Unfurnished,5-10 years,7498606.49489483,28072.26661658261,"Security,Lift,Hall,Club House,Unfurnished",0,0,0,0,1,1,1,3687.300724075771,13.985591564518579,4.551489323298662,23.043893717285037,72.553162064087,"395/A, Prahlad Nagar, Ahmedabad",2024-07-06
Patna,Independent House,1750,4,2,1,1,Unfurnished,1-5 years,5111997.490311463,19037.231591366657,"Balcony,Hall,Parking,Unfurnished",1,0,0,0,0,0,0,4031.982959616597,11.47415186345841,3.414940582352906,25.604228052932942,85.1229403976655,"469/A, Bailey Road, Patna",2025-12-28
Delhi,Independent House,2300,4,3,1,0,Furnished,5-10 years,36646279.05810057,135841.2989443416,"Balcony,Furnished,Parking,Garden",1,0,0,1,0,0,0,11630.37252849339,47.11865506020613,4.8616143578998425,28.63283187696596,77.21217207930181,"322/D, Dwarka, Delhi",2023-07-03
Greater Noida,Independent House,1300,4,2,1,0,Unfurnished,1-5 years,8004073.560288814,38170.152019183835,"Balcony,Parking,Unfurnished,Garden",1,0,0,1,0,0,0,6671.1212262124955,31.391308615974754,5.646662541696378,28.470473295226146,77.50577256373221,"90/C, Sector Gamma, Greater Noida",2023-03-22
Greater Noida,Studio,550,1,1,1,1,Unfurnished,10+ years,1519445.777778314,4764.577919134258,"Balcony,Hall,Unfurnished",0,0,0,0,0,0,0,2411.3238504151846,8.37724018084667,4.168949855194739,28.4494167171115,77.48764971737776,"183/A, Sector Gamma, Greater Noida",2024-04-17
Gurugram,Studio,500,1,1,1,0,Furnished,New,2440349.707977262,6335.132608478232,"Balcony,Furnished",0,0,0,0,0,0,0,4433.640298619235,14.094310527863366,3.814737212376767,28.498213271003483,77.00515470036014,"108/C, Sector 43, Gurugram",2024-05-06
Pune,Apartment,1500,4,3,1,0,Semi-Furnished,1-5 years,11052005.67093375,40965.27996027788,"Security,Lift,Balcony,Gym,Semi-Furnished",0,1,0,0,1,1,0,6551.318747332133,22.662343010391915,4.151043883118147,18.506931790419003,73.86236671038725,"264/A, Kothrud, Pune",2025-09-09
